id_aluno,semestre_atual,total_semestres_cursados,nota_disciplina1,nota_disciplina2,nota_disciplina3,nota_disciplina4,nota_disciplina5,nota_disciplina6,nota_disciplina7,nota_disciplina8,nota_disciplina9,nota_disciplina10,media_notas,taxa_aprovacao,frequencia,evadiu,qtd_trancamentos,slope_notas,std_notas,Probabilidade,Nível de Risco,Previsão Evasão (0/1)
141,8,3,4.67,2.45,6.58,3.42,8.77,3.52,4.94,5.86,0.44,3.4,8.1,0.63,1,1,1,-0.1805454545454546,2.3229303811254343,0.5959950075228406,🔴 Alto,1
142,9,10,5.44,8.07,5.28,0.83,6.22,4.4,7.01,4.4,8.29,7.17,2.29,0.22,81,1,3,0.1783636363636363,2.206356725463949,0.6085228116312297,🔴 Alto,1
143,4,9,6.21,0.92,4.76,7.51,8.63,1.55,5.91,1.94,0.91,0.07,2.79,0.5,59,1,4,-0.4927878787878789,3.1151866361067,0.5800523909397353,🟠 Médio,0
144,5,2,4.4,7.51,3.55,0.09,6.14,7.32,8.28,7.6,3.17,7.7,8.74,0.7,15,0,1,0.2746666666666666,2.67482585102906,0.2184496600245718,🟢 Baixo,0
145,5,10,4.36,5.54,4.68,0.92,2.01,7.9,7.12,3.56,5.3,5.93,6.02,0.25,42,0,3,0.1899393939393939,2.1500583971397407,0.6876737203857456,🔴 Alto,1
146,1,8,3.22,6.69,4.13,5.73,2.43,2.95,3.01,3.25,5.12,5.54,9.77,0.34,9,1,2,-0.013030303030303,1.459140157764154,0.5048299190384942,🟠 Médio,0
147,8,4,8.77,1.01,7.59,7.3,5.91,0.73,1.21,5.33,9.16,5.24,4.96,0.38,73,0,3,-0.0573939393939392,3.206279429148024,0.7213493048258568,🔴 Alto,1
148,7,2,3.18,1.1,6.87,4.24,2.68,8.51,6.99,9.17,1.76,1.69,4.82,0.98,91,0,0,0.1017575757575758,3.0120220229385217,0.3234976922431392,🟢 Baixo,0
149,6,1,7.2,3.91,6.47,2.14,1.98,8.07,3.22,8.66,7.39,8.63,0.5,0.84,49,0,1,0.3485454545454546,2.6767312154940024,0.1741712773758496,🟢 Baixo,0
150,10,3,2.56,3.78,8.82,5.48,2.75,9.75,3.39,2.32,1.9,0.72,8.39,0.56,61,1,3,-0.3726666666666667,2.9873178233622517,0.583997160895349,🟠 Médio,0
151,8,4,6.93,9.81,2.61,6.41,8.43,3.77,4.03,3.93,8.72,9.66,4.52,0.25,13,0,1,0.0711515151515152,2.688035218023256,0.5163665761649466,🟠 Médio,0
152,2,2,0.94,5.0,1.72,2.78,3.35,1.83,2.42,5.13,1.53,8.87,3.88,0.69,64,1,1,0.3729090909090909,2.395329019385669,0.2881224070403029,🟢 Baixo,0
153,10,3,3.04,3.77,5.8,7.87,9.97,9.95,3.59,3.9,4.85,2.86,9.35,0.26,19,1,0,-0.0995151515151515,2.7507372749056853,0.8351998718138085,🔴 Alto,1
154,3,10,5.49,8.3,5.83,2.53,6.41,8.91,6.28,3.95,2.53,2.27,4.59,0.44,70,0,1,-0.3940606060606061,2.3773421200061966,0.5817218603427489,🟠 Médio,0
155,8,7,9.49,8.54,6.88,9.3,7.1,4.25,0.76,2.71,9.07,0.83,9.01,0.56,69,1,4,-0.7487878787878789,3.478339482505345,0.4109625037041618,🟢 Baixo,0
156,7,5,3.56,9.09,6.29,1.47,0.15,4.2,3.71,1.75,9.81,5.68,7.63,0.25,15,1,0,0.0738787878787878,3.181088038880897,0.5853167814293101,🟠 Médio,0
157,8,10,7.5,0.78,9.93,5.57,1.35,6.69,2.43,8.34,6.37,4.1,0.2,0.05,62,0,0,-0.0212121212121212,3.061913708051805,0.2796381245832667,🟢 Baixo,0
158,6,7,8.89,4.74,9.98,9.53,4.03,5.86,0.18,3.48,2.03,9.06,7.07,0.07,79,0,2,-0.4615757575757578,3.4479617167248247,0.4805002119255667,🟠 Médio,0
159,9,10,1.07,7.03,5.13,2.16,9.99,0.84,4.77,1.62,5.18,6.3,7.94,0.12,74,0,3,0.0924242424242424,2.9732303793834896,0.1713414691644385,🟢 Baixo,0
160,10,6,9.69,3.93,8.03,0.02,9.74,4.9,3.27,9.67,1.59,1.15,2.63,0.94,28,1,4,-0.4856363636363635,3.807248787948239,0.8639046386523112,🔴 Alto,1
161,2,2,7.74,2.27,3.78,9.27,5.88,9.24,8.53,8.03,5.15,4.53,8.02,0.77,92,1,1,0.0827878787878788,2.461376308761692,0.4097985398305765,🟢 Baixo,0
162,6,4,8.99,0.31,5.97,8.43,7.6,8.83,8.36,2.11,1.08,3.78,4.69,0.4,99,0,0,-0.3623030303030303,3.424847766284251,0.9130645644107664,🔴 Alto,1
163,7,10,7.34,1.28,8.41,0.52,2.27,1.38,7.83,5.2,6.08,7.15,4.86,0.44,87,1,2,0.2235151515151515,3.0688839810082245,0.3474058178066536,🟢 Baixo,0
164,1,6,8.69,0.05,1.55,4.18,5.49,8.99,4.87,3.26,2.92,6.25,8.7,0.96,21,1,2,0.0742424242424242,2.8748111049056577,0.4418589587872398,🟠 Médio,0
165,2,5,2.9,7.0,0.87,6.27,7.56,4.83,6.76,7.17,4.23,7.92,6.23,0.59,9,0,4,0.3395757575757577,2.2986007821184518,0.7232244261153525,🔴 Alto,1
166,1,4,3.18,9.33,8.7,8.25,4.09,5.34,1.2,3.94,6.55,9.86,5.98,0.19,4,0,1,-0.0184242424242424,2.942860286637248,0.610279602970692,🔴 Alto,1
167,1,4,1.39,2.12,2.17,0.74,5.87,1.28,2.34,9.21,8.65,1.81,0.91,0.65,72,0,3,0.5145454545454545,3.154942506959869,0.3274454242871107,🟢 Baixo,0
168,6,3,0.21,5.69,5.79,0.25,6.46,8.64,4.44,3.93,6.38,1.07,9.83,0.75,67,0,1,0.1092121212121211,2.9001501876818576,0.5368835120199316,🟠 Médio,0
169,1,3,4.4,6.67,5.89,3.93,0.68,9.8,5.34,0.67,5.24,2.59,6.45,0.15,68,1,4,-0.2366666666666667,2.7733671872933727,0.5875119171907541,🟠 Médio,0
170,4,6,3.07,1.91,1.02,9.24,9.46,3.85,9.07,5.38,7.94,1.04,1.99,0.97,14,0,1,0.2401212121212121,3.4792649287521127,0.6086839397161518,🔴 Alto,1
171,8,2,2.45,6.42,9.66,5.78,6.0,6.61,3.88,1.69,5.22,4.2,8.65,0.95,90,0,1,-0.2278181818181818,2.2844666287292923,0.4333939772462051,🟠 Médio,0
172,5,6,0.09,4.35,4.13,8.11,3.74,0.53,7.26,9.64,4.18,6.8,0.64,0.26,96,0,3,0.490848484848485,3.10806853206296,0.2142322518933633,🟢 Baixo,0
173,8,1,7.34,4.95,1.97,4.85,9.46,2.33,2.73,9.82,6.54,8.88,0.86,0.34,55,0,4,0.3075757575757577,2.974812972645881,0.3754784826561208,🟢 Baixo,0
174,2,6,0.6,5.9,2.82,2.91,5.96,3.44,7.05,5.12,1.24,1.91,9.98,0.9,44,1,2,0.0034545454545454,2.198940401395383,0.4835087511303678,🟠 Médio,0
175,2,5,8.05,6.23,2.38,5.79,0.86,0.96,3.9,7.18,5.13,6.15,8.43,0.39,70,0,4,-0.0386060606060606,2.5370851603978752,0.713006165789957,🔴 Alto,1
176,5,2,4.0,3.22,3.85,4.87,7.46,9.93,0.57,4.01,7.84,5.67,6.06,0.08,42,1,3,0.2287272727272727,2.6829121822709325,0.7332686674765273,🔴 Alto,1
177,6,9,8.35,2.57,6.15,8.61,0.61,6.75,8.08,4.76,9.39,5.02,9.05,0.57,69,0,1,0.0931515151515151,2.8293047830793263,0.4647746008610834,🟠 Médio,0
178,1,8,1.11,1.8,5.74,9.0,2.09,0.51,5.69,3.95,9.81,5.81,6.84,0.01,27,0,2,0.4721818181818181,3.230113345104506,0.3057305701815768,🟢 Baixo,0
179,6,3,4.3,8.63,3.17,1.75,0.62,9.61,1.6,1.66,3.8,9.71,1.46,0.05,22,0,4,0.0961818181818182,3.522976172373454,0.5394798810980156,🟠 Médio,0
180,8,5,4.42,2.34,7.57,4.45,8.26,4.73,1.91,2.42,8.64,1.25,0.76,0.8,36,1,0,-0.1292727272727273,2.7269944790719487,0.2271473085237099,🟢 Baixo,0
181,6,7,3.16,1.1,8.39,6.3,6.49,6.33,7.16,2.41,4.96,8.3,7.11,0.52,50,1,3,0.2775757575757575,2.4925667270684837,0.5745513893695169,🟠 Médio,0
182,7,8,3.02,3.66,0.56,7.6,3.08,5.09,2.82,3.36,1.12,8.5,1.02,0.11,75,1,0,0.2012727272727272,2.540972910783059,0.6535494960974271,🔴 Alto,1
183,4,2,9.11,2.13,2.89,1.36,2.53,8.18,6.37,1.32,2.14,0.54,6.01,0.56,31,1,4,-0.389272727272727,3.0640933043524927,0.686689911394219,🔴 Alto,1
184,5,10,5.15,5.23,6.72,3.68,3.35,8.45,4.86,5.92,8.05,6.61,9.55,0.45,34,1,4,0.2273939393939394,1.690817028014037,0.6365703766333559,🔴 Alto,1
185,4,5,5.73,7.55,5.05,5.48,3.6,8.8,3.68,8.45,9.9,3.78,8.64,0.76,31,1,0,0.0951515151515151,2.318130472792437,0.5284236541344642,🟠 Médio,0
186,1,8,6.01,5.01,1.75,8.5,0.39,7.31,9.29,3.3,0.99,1.28,7.38,0.44,54,1,1,-0.3252727272727272,3.296911180686148,0.4902109959102287,🟠 Médio,0
187,9,6,7.48,0.46,0.6,6.47,2.72,6.47,7.12,5.78,3.83,0.27,9.2,0.82,71,0,0,-0.0587878787878788,2.9200989328750118,0.5507283684196037,🟠 Médio,0
188,5,5,9.95,3.95,7.05,1.97,7.88,5.98,6.5,2.8,1.96,8.48,8.53,0.33,15,1,1,-0.2225454545454545,2.83694201562175,0.6667908186707897,🔴 Alto,1
189,3,2,0.82,2.97,5.62,2.71,3.27,3.09,7.45,9.62,1.8,4.89,5.47,0.67,100,1,1,0.3786666666666666,2.6965006129343925,0.5902268347857794,🟠 Médio,0
190,8,9,4.7,9.01,3.64,3.56,5.92,5.09,3.88,8.38,6.43,1.72,8.36,0.14,57,0,3,-0.1275757575757576,2.2579983761434965,0.3238887754923813,🟢 Baixo,0
191,5,7,1.78,7.76,9.93,2.01,6.2,7.32,4.05,7.1,4.96,0.13,4.16,0.95,86,1,4,-0.2506666666666667,3.1078867418231315,0.4741529503624198,🟠 Médio,0
192,8,2,5.52,8.98,6.6,8.12,9.15,7.22,1.28,9.44,8.15,1.65,9.5,0.03,47,0,1,-0.2963030303030303,2.968349522695885,0.8836435132683218,🔴 Alto,1
193,2,3,9.55,2.07,2.03,8.39,7.45,2.06,9.67,0.31,0.87,4.11,3.52,0.22,34,1,3,-0.4091515151515151,3.722043793401685,0.6871925153016998,🔴 Alto,1
194,6,7,7.95,1.09,3.23,6.0,4.89,7.11,2.03,2.63,0.26,1.15,5.57,0.65,59,0,0,-0.4830303030303031,2.700947158971377,0.6433224760049728,🔴 Alto,1
195,9,2,9.41,9.67,5.69,2.39,8.07,5.47,7.78,0.38,7.7,5.79,0.73,0.61,7,0,2,-0.3596969696969697,2.980038217502886,0.5755527353527489,🟠 Médio,0
196,6,5,1.43,2.79,1.14,7.17,3.39,3.54,1.05,9.2,3.3,0.13,9.16,0.83,34,1,0,0.0846060606060605,2.855494508642748,0.4394959148991951,🟠 Médio,0
197,2,7,4.14,6.34,4.79,2.55,4.19,2.59,6.62,2.67,7.88,3.29,7.14,0.55,77,1,1,0.019030303030303,1.8820036604049888,0.6404916075118664,🔴 Alto,1
198,6,5,0.17,6.46,4.81,9.7,9.76,6.93,5.12,9.48,9.07,7.08,2.02,0.75,100,0,1,0.5287272727272726,2.98930612535938,0.3668216482629952,🟢 Baixo,0
199,5,6,1.61,7.47,3.66,9.88,9.71,3.44,2.72,4.76,8.68,3.08,0.23,0.47,63,1,3,-0.0033333333333333,3.1233082531899483,0.2856293087597973,🟢 Baixo,0
200,4,6,5.91,9.95,4.97,8.31,6.48,8.01,7.79,0.92,7.27,9.43,5.22,0.91,95,0,0,-0.0446060606060606,2.5926014391383454,0.3610941534938061,🟢 Baixo,0
201,4,4,0.37,3.04,1.99,5.06,4.1,5.56,6.58,4.83,2.92,4.24,2.17,0.18,48,1,2,0.3285454545454545,1.828888247603505,0.6272504772996426,🔴 Alto,1
202,8,3,3.19,7.73,8.02,4.92,0.47,9.23,1.36,6.48,7.15,9.81,5.98,0.76,82,0,1,0.2781818181818182,3.2400144032601665,0.5626261681445381,🟠 Médio,0
203,1,5,9.43,7.81,5.39,2.06,4.54,3.57,8.0,3.44,0.41,1.87,7.35,0.48,64,0,1,-0.6832727272727273,2.9750958901446443,0.7493925287525621,🔴 Alto,1
204,10,2,0.15,0.32,3.2,0.58,7.76,1.87,1.66,8.27,2.95,9.74,5.24,0.56,19,1,3,0.7722424242424243,3.5887075977602607,0.4955686256197472,🟠 Médio,0
205,5,7,2.46,5.85,3.91,3.91,3.22,5.49,8.55,5.36,0.79,1.62,8.05,0.28,44,0,0,-0.1184242424242424,2.285822001430169,0.8184931613678353,🔴 Alto,1
206,2,8,8.73,4.12,6.2,0.94,5.88,1.15,1.12,4.37,4.55,9.43,3.17,0.97,98,0,1,-0.0244242424242424,3.0231420373144524,0.3882486942925509,🟢 Baixo,0
207,10,7,2.97,7.56,0.22,8.48,1.5,7.86,9.0,7.89,3.51,4.47,2.9,0.8,19,1,0,0.1904242424242423,3.192331784483283,0.5395859186730901,🟠 Médio,0
208,2,10,9.59,4.08,9.65,0.13,8.69,9.84,1.29,5.34,0.85,3.34,6.72,0.82,35,0,1,-0.5804848484848484,3.9068230912938287,0.2666879076182187,🟢 Baixo,0
209,6,4,2.99,3.28,5.5,2.89,7.57,4.62,7.59,6.54,0.6,8.33,6.38,0.49,8,1,1,0.2766666666666667,2.538102747241639,0.3735752173345684,🟢 Baixo,0
210,10,9,2.23,7.19,3.23,6.86,6.31,7.03,4.64,3.06,5.15,1.62,2.76,0.55,17,0,2,-0.1609696969696969,2.0955073636499377,0.6206027943874748,🔴 Alto,1
211,9,10,7.45,4.73,9.76,7.88,3.63,7.58,8.53,5.42,9.76,6.17,2.33,0.71,75,1,4,0.0478181818181817,2.0683243351939646,0.740760835656258,🔴 Alto,1
212,1,7,9.42,8.24,4.16,7.9,3.68,4.9,5.25,1.5,8.31,3.47,7.13,0.45,32,0,1,-0.442969696969697,2.6214205224563942,0.5103914607515304,🟠 Médio,0
213,5,8,7.24,9.76,9.76,3.28,3.87,9.53,1.17,6.25,0.87,2.38,2.25,0.43,27,1,3,-0.7526666666666666,3.5520336897801705,0.7783373188846774,🔴 Alto,1
214,9,1,6.88,3.19,9.02,6.25,5.28,2.53,7.01,9.55,0.35,4.37,1.26,0.38,100,0,0,-0.2441818181818182,2.8965920588780807,0.637918980937387,🔴 Alto,1
215,1,1,0.33,9.7,3.63,5.19,2.23,1.26,4.14,0.3,8.3,8.15,0.02,0.54,71,0,0,0.2412727272727274,3.4404652463164207,0.2658947510014235,🟢 Baixo,0
216,2,5,7.65,9.88,9.86,2.7,1.89,7.16,4.04,4.89,4.39,2.75,0.39,0.91,43,0,2,-0.5944848484848487,2.9389735547560742,0.7054387233092685,🔴 Alto,1
217,9,4,9.62,1.16,4.66,4.41,4.9,6.03,8.41,6.53,9.91,8.66,9.61,0.32,66,0,0,0.4550909090909092,2.7623840347706103,0.7316379708308065,🔴 Alto,1
218,6,3,2.36,0.07,5.37,3.68,7.11,4.6,3.12,4.29,5.36,1.38,1.46,0.51,66,1,4,0.1128484848484848,2.081955277564285,0.2641879212831671,🟢 Baixo,0
219,8,8,2.28,5.53,8.83,3.58,5.66,0.31,1.8,1.42,9.5,7.28,0.2,0.05,76,1,0,0.1518181818181818,3.2291982148996543,0.4144800103051737,🟢 Baixo,0
220,10,3,4.5,5.4,6.87,5.41,8.61,3.17,1.95,8.3,1.13,9.5,5.88,0.93,75,1,2,0.039030303030303,2.8583763845154397,0.3905982370441572,🟢 Baixo,0
221,10,1,2.61,6.53,7.09,3.1,4.54,7.18,0.96,2.58,6.36,0.02,2.41,0.03,93,0,0,-0.3080606060606061,2.617653953872097,0.7396208945691586,🔴 Alto,1
222,8,4,6.67,6.6,2.1,7.18,1.87,7.87,0.3,4.56,6.3,3.95,2.32,0.64,27,1,4,-0.1752727272727272,2.602246892377602,0.7744928717341115,🔴 Alto,1
223,10,10,6.95,4.39,1.72,8.13,3.88,7.64,2.99,9.33,6.07,1.75,5.45,0.22,17,1,4,-0.0524242424242424,2.721071071798342,0.5384861225081831,🟠 Médio,0
224,6,9,9.51,0.08,8.18,9.44,5.93,8.81,1.84,9.24,6.23,1.82,1.02,0.95,49,1,1,-0.2471515151515149,3.606558223878026,0.6860446446529487,🔴 Alto,1
225,9,10,0.97,9.89,0.71,6.85,4.64,3.85,5.56,0.65,7.6,9.06,1.56,0.37,74,1,2,0.3140606060606061,3.4303637643193987,0.1449220613770164,🟢 Baixo,0
226,4,1,5.86,6.73,8.46,2.29,4.6,9.83,6.68,7.65,5.59,5.92,2.05,0.55,48,1,1,0.0418787878787878,2.0830877188549803,0.3267325945874531,🟢 Baixo,0
227,3,9,1.31,2.77,7.34,3.97,8.14,4.47,4.11,8.45,1.13,1.81,8.4,0.74,76,0,2,-0.0283636363636364,2.766638554074039,0.4389137153095443,🟠 Médio,0
228,4,6,4.69,4.59,3.47,0.2,4.18,5.94,9.8,4.47,2.34,8.12,1.19,0.56,61,0,1,0.3071515151515151,2.72535420735646,0.3232657349440242,🟢 Baixo,0
229,5,1,6.49,6.97,3.56,1.8,4.64,2.74,5.09,7.97,6.74,3.94,7.93,0.66,83,0,3,0.0330909090909091,2.017469261778781,0.4894319268887304,🟠 Médio,0
230,5,10,3.89,2.11,9.47,7.9,1.41,5.63,0.66,2.64,6.58,9.63,6.86,0.39,7,1,0,0.1896969696969697,3.32662591825411,0.3326733609686756,🟢 Baixo,0
231,2,7,2.36,7.54,2.45,8.93,0.41,7.96,0.61,1.2,9.84,2.65,7.45,0.77,62,0,2,-0.03,3.7148089527666905,0.4157693579750876,🟢 Baixo,0
232,1,5,5.11,9.59,7.91,5.02,3.24,1.36,9.14,0.02,0.79,5.94,0.25,0.89,87,1,4,-0.5036363636363637,3.433335922329121,0.5322275826914898,🟠 Médio,0
233,2,5,8.17,8.85,6.37,4.69,7.45,1.29,1.09,4.48,2.04,2.96,5.23,0.14,68,1,4,-0.7331515151515151,2.8754031601383017,0.3291218607546903,🟢 Baixo,0
234,6,10,2.77,6.16,6.82,0.06,6.17,0.34,8.46,4.82,2.69,2.69,7.93,0.65,61,0,3,-0.0947878787878788,2.8217244530408867,0.4565294918310393,🟠 Médio,0
235,4,9,3.54,5.16,4.9,7.58,8.35,6.55,8.97,2.72,6.18,1.47,5.9,0.34,29,1,0,-0.1213333333333334,2.4568172726336632,0.7263958347856292,🔴 Alto,1
236,8,8,4.48,3.2,5.6,3.87,0.83,9.91,0.13,1.49,2.13,0.14,5.05,0.24,51,0,4,-0.4196363636363638,3.006307443433629,0.4829365397183371,🟠 Médio,0
237,3,7,0.57,1.9,8.59,5.59,0.64,9.59,1.84,5.37,1.54,7.37,1.6,0.89,79,0,1,0.2441212121212121,3.4214973979888463,0.5191526852007144,🟠 Médio,0
238,6,1,6.08,9.71,6.03,3.7,5.88,3.86,0.06,0.67,6.71,3.97,8.94,0.51,69,0,1,-0.4832121212121214,2.871391648660977,0.7791787716763139,🔴 Alto,1
239,7,7,7.71,7.31,0.31,7.52,7.59,6.98,2.1,8.5,1.83,5.29,2.33,0.41,81,1,2,-0.2185454545454545,2.977811276760164,0.3516421952309519,🟢 Baixo,0
240,9,2,5.71,3.49,4.37,6.16,7.31,6.05,9.5,8.05,2.66,0.88,1.22,0.9,16,0,2,-0.134060606060606,2.60811894752606,0.6398516868916162,🔴 Alto,1
241,5,8,9.5,5.43,5.23,1.03,4.39,2.44,5.37,5.26,4.26,8.87,5.46,0.85,54,0,4,-0.016,2.551395260985208,0.6453443197021304,🔴 Alto,1
242,2,1,3.84,6.02,0.12,8.98,4.33,9.85,5.95,6.28,4.29,1.2,8.23,0.24,11,1,1,-0.0523636363636363,3.0445441184007973,0.6645135040986657,🔴 Alto,1
243,10,5,9.37,6.82,4.55,1.52,0.5,6.73,9.74,1.38,5.73,2.83,7.4,0.22,80,1,1,-0.3118181818181817,3.3117637127199893,0.7831322784428609,🔴 Alto,1
244,8,6,1.35,9.54,9.01,4.35,5.96,7.48,9.99,5.13,6.65,7.28,0.89,0.21,62,0,3,0.1950303030303032,2.631514984017973,0.3765703208889021,🟢 Baixo,0
245,1,4,5.63,9.6,1.27,8.05,8.0,3.21,4.84,2.91,8.41,2.93,3.28,0.94,41,0,4,-0.2354545454545455,2.885420246688513,0.7683422699754481,🔴 Alto,1
246,10,5,7.15,9.41,9.25,1.49,6.75,1.12,1.17,1.31,3.25,5.51,4.26,0.62,49,0,0,-0.6313333333333335,3.381138697079564,0.6775586512158818,🔴 Alto,1
247,2,1,8.85,9.25,5.2,2.99,6.56,1.51,9.15,1.47,6.56,1.23,8.08,0.01,1,0,1,-0.5613939393939396,3.285344730770273,0.8920508427200458,🔴 Alto,1
248,2,3,8.14,5.09,9.89,9.37,1.07,2.5,2.39,2.79,4.88,1.31,0.78,0.86,81,1,2,-0.7148484848484848,3.320605868412169,0.6478002068978037,🔴 Alto,1
249,10,2,1.46,7.16,4.53,9.67,8.17,4.51,0.05,0.94,4.0,2.64,4.58,0.1,25,1,4,-0.3755757575757576,3.203331772458864,0.5872539992336805,🟠 Médio,0
250,8,1,4.72,8.41,5.26,3.85,7.96,6.72,5.67,2.38,1.8,7.12,7.78,0.7,31,1,1,-0.2112121212121212,2.244773930711064,0.5086144661067943,🟠 Médio,0
251,7,1,6.31,4.4,5.06,3.82,9.92,5.89,5.37,3.19,6.83,1.07,5.17,0.13,28,1,2,-0.2356363636363636,2.3648218161676,0.4756382636654393,🟠 Médio,0
252,4,6,2.03,3.94,7.46,6.25,7.38,4.47,6.82,6.6,8.86,7.71,2.14,0.73,6,1,4,0.485212121212121,2.06421790408754,0.8616387007376702,🔴 Alto,1
253,1,5,7.82,2.99,0.42,1.13,7.11,8.06,1.84,0.59,5.21,5.0,6.54,0.1,92,1,3,-0.0358181818181818,3.010655336559726,0.6877743009708815,🔴 Alto,1
254,8,6,6.47,8.38,9.63,6.23,7.23,5.54,8.0,2.5,6.31,3.65,2.15,0.91,7,1,2,-0.4357575757575759,2.138427251769653,0.7454323999549816,🔴 Alto,1
255,8,4,5.06,5.65,8.25,8.56,3.21,5.52,0.13,9.56,5.77,6.61,1.23,0.22,25,0,4,-0.0099393939393939,2.746916655290275,0.5558554854063771,🟠 Médio,0
256,1,2,1.72,0.53,0.62,9.94,2.79,7.38,5.02,5.54,1.91,1.78,6.47,0.51,76,0,3,0.1492727272727273,3.14071842453637,0.7643471652984624,🔴 Alto,1
257,6,6,1.33,1.85,6.76,3.58,2.63,4.74,6.46,4.5,8.48,9.38,4.42,0.32,17,1,0,0.7170303030303032,2.745863353401905,0.565484012280759,🟠 Médio,0
258,6,4,4.73,0.6,0.57,7.26,9.57,2.71,0.56,1.22,1.15,5.99,5.25,0.92,69,1,0,-0.0516363636363636,3.259823444435126,0.3668031952862855,🟢 Baixo,0
259,1,5,4.25,4.43,7.16,4.98,5.71,2.33,0.69,6.42,0.71,9.28,9.06,0.74,7,0,2,-0.0043636363636364,2.766249767786303,0.4305248754423697,🟠 Médio,0
260,4,10,9.75,7.12,5.51,0.91,6.5,3.75,6.38,6.7,9.6,8.82,2.45,0.12,71,0,2,0.1733333333333333,2.703582808053047,0.3428312665738028,🟢 Baixo,0
261,9,9,9.89,1.1,3.72,2.02,9.05,4.47,3.39,1.82,9.12,0.15,1.92,0.69,30,0,4,-0.2514545454545455,3.6016726052704398,0.8263988422420409,🔴 Alto,1
262,10,7,6.95,7.97,8.24,1.11,2.4,7.43,3.38,7.59,3.82,0.54,9.6,0.74,64,0,2,-0.4736363636363637,3.009282121850473,0.4450074586805594,🟠 Médio,0
263,3,7,9.82,1.21,5.79,5.22,6.24,7.02,8.51,8.68,2.79,8.82,9.29,0.05,50,0,3,0.1646060606060606,2.775788176356402,0.3559978523940298,🟢 Baixo,0
264,2,5,0.88,3.98,1.55,7.49,9.99,0.97,3.34,9.98,0.2,4.9,7.92,0.89,51,0,0,0.1842424242424244,3.702079895890357,0.3090241098250929,🟢 Baixo,0
265,4,4,6.29,6.64,4.07,0.39,4.11,8.82,3.58,9.51,0.78,0.18,8.24,0.27,31,0,3,-0.3304848484848485,3.367867937500585,0.7064448742523404,🔴 Alto,1
266,4,1,1.3,4.71,3.7,3.08,2.96,1.01,8.89,6.73,8.58,9.1,1.21,0.69,34,0,0,0.7752727272727273,3.1088268598370745,0.1966236858170525,🟢 Baixo,0
267,10,1,5.06,3.07,3.78,2.78,4.86,2.37,1.25,0.82,6.11,3.0,2.13,0.09,12,1,1,-0.116,1.6762325481733005,0.5480742682850125,🟠 Médio,0
268,6,9,6.9,4.29,9.55,2.61,5.29,2.52,0.95,7.52,5.43,4.96,5.54,0.91,97,1,1,-0.165939393939394,2.57558105634006,0.6037126196679032,🔴 Alto,1
269,1,3,6.26,5.51,1.31,1.92,2.52,1.93,1.49,0.66,7.42,3.53,3.78,0.18,32,0,4,-0.0989696969696969,2.339236580121339,0.4043289718607586,🟢 Baixo,0
270,10,5,5.56,6.1,1.66,1.37,1.71,2.3,1.24,0.38,7.71,4.01,7.16,0.31,51,1,4,-0.0538181818181817,2.4837301696350904,0.5302955107613374,🟠 Médio,0
271,6,8,1.34,1.13,3.05,3.87,5.18,4.19,8.03,8.6,2.08,1.85,1.66,0.48,73,1,4,0.3059393939393939,2.652545109051975,0.4239179449962194,🟢 Baixo,0
272,1,9,0.45,4.36,1.68,9.72,8.18,9.43,5.72,2.51,9.69,8.87,6.48,0.35,3,1,4,0.6453939393939393,3.5991432622531465,0.2550427229396868,🟢 Baixo,0
273,3,3,0.06,2.31,6.73,8.62,1.29,4.27,1.37,8.22,7.73,0.42,4.35,0.79,26,1,4,0.180969696969697,3.430979128146625,0.5776727576458129,🟠 Médio,0
274,7,10,4.52,1.17,6.04,6.57,5.38,4.29,6.04,5.54,9.97,0.65,1.88,0.63,69,1,1,0.1308484848484849,2.6684995784148065,0.5783850906168645,🟠 Médio,0
275,10,7,8.17,0.62,5.6,2.8,1.47,1.42,5.82,9.83,8.86,8.16,7.11,0.69,13,1,0,0.5318181818181819,3.4615483048293094,0.2788901257594637,🟢 Baixo,0
276,9,7,9.73,5.48,8.07,2.1,6.59,6.28,7.81,6.98,6.1,8.6,1.91,0.38,57,1,0,0.0335757575757575,2.084877827489073,0.4507273386854771,🟠 Médio,0
277,5,6,7.33,0.67,7.52,2.85,1.11,0.62,1.28,0.03,2.03,6.27,8.03,0.84,13,1,4,-0.2586060606060604,2.930147702003357,0.4379871983811212,🟠 Médio,0
278,3,10,5.7,4.19,3.19,1.53,7.2,1.57,6.05,2.42,1.58,2.42,3.04,0.92,94,0,4,-0.2649090909090909,2.085863796554745,0.711398920512901,🔴 Alto,1
279,8,3,4.66,8.66,3.06,9.46,0.87,9.44,7.81,8.03,7.73,4.65,2.89,0.16,60,0,1,0.1325454545454545,2.9427804312701733,0.4845087038603783,🟠 Médio,0
280,1,8,9.16,2.35,5.93,9.14,1.14,4.74,5.33,0.61,3.55,8.12,7.91,0.58,31,1,0,-0.2144848484848484,3.1361195059429026,0.5781339083138828,🟠 Médio,0
281,3,8,6.21,2.69,2.17,2.16,3.69,3.12,6.8,2.61,2.06,0.18,2.15,0.32,83,1,1,-0.2613939393939394,1.984038810104278,0.4028203743031585,🟢 Baixo,0
282,1,5,2.23,7.72,1.98,1.18,4.47,4.4,3.82,8.64,7.91,4.21,9.75,0.83,14,1,2,0.3654545454545456,2.624157854330498,0.2326813851680477,🟢 Baixo,0
